codigo,cpf,nome,nascimento,Descricao,estado-civil,cep,bairro,cidade,uf,fone,celular,email,data-pri,data-ult,limite,sexo,Nro-Compras,Idade
520,20916994708,LAURA RIBEIRO ALVES SILVEIRA,1986-04-07,CLIENTE ATIVO,OUTROS,34800000,SAO GERALDO,CAETE,MG,,35995490093,laura_000520@sgasoft.com.br,2007-08-21,2024-08-17,600.0,Feminino,37,38
533,06978526525,CAROLINA LIMA BORGES SIQUEIRA,2053-08-26,CLIENTE ATIVO,,34505010,SIDERURGICA,SABARA,MG,7176726672,,carolina_000533@sgasoft.com.br,1995-09-28,2024-10-22,600.0,Feminino,185,71
535,15823995733,PATRICIA SANTIAGO SOUSA SA,1983-06-20,CLIENTE ATIVO,,34535100,PACIENCIA,SABARA,MG,,37994304700,patricia_000535@sgasoft.com.br,2007-08-23,2024-11-28,0.0,Feminino,124,41
536,29850724331,ISABELLA ALBUQUERQUE OLIVEIRA FERNANDES,1989-02-19,CLIENTE ATIVO,,35660370,SAO CRISTOVAO,PARA DE MINAS,MG,97212161,37997707540,isabella_000536@sgasoft.com.br,2007-08-23,2024-11-22,1000.0,Feminino,80,35
537,24877463941,BIANCA CUNHA FERREIRA ALBUQUERQUE,2055-05-22,CLIENTE ATIVO,,34515660,CONJUNTO MORADA DA S,SABARA,MG,8186791971,34995459374,bianca_000537@sgasoft.com.br,1995-11-18,2024-10-11,300.0,Feminino,47,69
547,90336591667,CAUA BONFIM LIMA NASCIMENTO,2056-01-22,CLIENTE ATIVO,,00000000,CENTRO,CAETE,MG,1116312333,30990433533,caua_000547@sgasoft.com.br,1997-04-14,2024-08-02,980.0,Masculino,104,69
551,17335438055,GABRIELA PINTO VIEIRA ARAUJO,2073-07-25,CLIENTE ATIVO,,34505010,CENTRO,SABARA,MG,,33955353540,gabriela_000551@sgasoft.com.br,1995-12-14,2024-06-27,600.0,Feminino,161,51
555,35243466425,RAFAEL QUEIROZ SARAIVA ANDRADE,2069-01-13,CLIENTE ATIVO,,34525000,PRAIA DOS BANDEIRANT,SABARA,MG,2126712192,36996359393,rafael_000555@sgasoft.com.br,1995-09-25,2024-09-20,800.0,Masculino,78,56
561,93749034079,PAULO CASTRO COELHO MENDES,1979-04-21,CLIENTE ATIVO,,34535140,AGUA FERREA,SABARA,MG,2126722276,35993435773,paulo_000561@sgasoft.com.br,1998-03-21,2024-11-28,0.0,Masculino,55,45
569,47765900773,PEDRO DIAS OLIVEIRA MORAES,1978-04-01,CLIENTE ATIVO,,34505010,CAIEIRA,SABARA,MG,,30999394737,pedro_000569@sgasoft.com.br,1995-09-27,2024-08-24,350.0,Masculino,105,46
573,64674937108,MARIANE SAMPAIO ALVES TEIXEIRA,1978-03-11,CLIENTE ATIVO,,34505160,VILA ESPERANCA,SABARA,MG,,33993339345,mariane_000573@sgasoft.com.br,1996-07-03,2024-07-08,0.0,Feminino,111,46
574,79691677725,CAMILA MELO DINIZ CUNHA,2065-08-25,CLIENTE ATIVO,,34800000,MORGAN,CAETE,MG,,37977770773,camila_000574@sgasoft.com.br,2007-08-25,2024-10-19,980.0,Feminino,89,59
580,05653073393,CAIO CUNHA COELHO ALVES,2049-05-16,CLIENTE ATIVO,,34515690,CONJUNTO MORADA DA S,SABARA,MG,9196721891,35997954933,caio_000580@sgasoft.com.br,1996-09-27,2024-07-19,600.0,Masculino,81,75
582,13618542437,LARA ALBUQUERQUE GONCALVES MENEZES,2053-04-18,CLIENTE ATIVO,,34500000,ROCAS GRANDE,SABARA,MG,,34993403907,lara_000582@sgasoft.com.br,2007-08-29,2024-11-11,0.0,Feminino,33,71
590,98021048417,LARISSA RIBEIRO LOPES RAMOS,1988-07-10,CLIENTE ATIVO,,34505000,CAMPO SANTO ANTONIO,SABARA,MG,8186799688,39943454059,larissa_000590@sgasoft.com.br,2007-08-31,2024-09-20,600.0,Feminino,79,36
591,03049878088,ISABELLA MIRANDA MARTINS MELO,2061-06-11,CLIENTE ATIVO,,33010120,MOREIRA,SANTA LUZIA,MG,8186672986,37997709755,isabella_000591@sgasoft.com.br,1995-09-21,2024-11-29,0.0,Feminino,437,63
594,16020076830,RODRIGO LEAL MONTEIRO MIRANDA,2071-12-17,CLIENTE ATIVO,,34505010,CENTRO,SABARA,MG,,37977757530,rodrigo_000594@sgasoft.com.br,1995-09-21,2024-11-16,600.0,Masculino,68,53
597,39001274684,DAVI SILVA DANTAS RODRIGUES,2060-03-19,CLIENTE ATIVO,,30850000,DOM BOSCO,BELO HORIZONTE,MG,8186777287,35975707099,davi_000597@sgasoft.com.br,1995-09-21,2024-10-07,300.0,Masculino,134,64
603,75974780116,LETICIA CARDOSO ABREU VIEIRA,2070-10-10,CLIENTE ATIVO,OUTROS,30670000,CASTANHEIRA II VALE,BELO HORIZONTE,MG,,34999594979,leticia_000603@sgasoft.com.br,1995-12-23,2024-05-03,800.0,Feminino,97,54
607,92972618505,GUSTAVO NASCIMENTO SIQUEIRA SANTANA,2074-06-12,CLIENTE ATIVO,,34505630,CENTRO,SABARA,MG,,35995043434,gustavo_000607@sgasoft.com.br,1996-07-30,2024-10-14,1600.0,Masculino,219,50
609,01936187701,TATIANA ALMEIDA MELO CASTRO,2068-03-17,CLIENTE ATIVO,,34600000,NOSSA SENHORA DE FAT,SABARA,MG,,34997709797,tatiana_000609@sgasoft.com.br,1995-11-29,2024-10-26,1000.0,Feminino,198,56
610,15963816394,BENJAMIN GOMES PEIXOTO SILVA,2054-10-04,CLIENTE ATIVO,,34505010,CAMPO STO ANTON,SABARA,MG,3136737631,34905435709,benjamin_000610@sgasoft.com.br,1996-06-13,2024-11-21,900.0,Masculino,145,70
612,23918385574,LARA ALBUQUERQUE LEAL FREITAS,1977-04-13,CLIENTE ATIVO,,34800000,VILA DAS FLORES,CAETE,MG,,38995494750,lara_000612@sgasoft.com.br,1998-02-28,2024-10-19,1100.0,Feminino,76,47
617,94394152828,PAULO QUEIROZ MELO NASCIMENTO,2063-05-03,CLIENTE ATIVO,,34545792,SANTO ANTONIO (ROCA,SABARA,MG,9196711991,30992550505,paulo_000617@sgasoft.com.br,1995-11-28,2024-09-18,0.0,Masculino,245,61
626,01834325846,THEO FREITAS GONCALVES FOGACA,2052-10-31,CLIENTE ATIVO,,34505200,VILA ESPERANCA,SABARA,MG,7176771931,,theo_000626@sgasoft.com.br,1995-11-29,2024-11-14,600.0,Masculino,213,72
628,10798894008,FERNANDA BARROS MARTINS FRANCO,2049-11-14,CLIENTE ATIVO,,40720000,PERIPERI,SALVADOR,BA,6166712872,,fernanda_000628@sgasoft.com.br,1995-11-28,2024-12-04,300.0,Feminino,138,75
642,67127293198,MURILO RODRIGUES SANTOS PINHEIRO,2054-11-19,CLIENTE ATIVO,,34505150,VILA ESPERANCA,SABARA,MG,,993550204,murilo_000642@sgasoft.com.br,1995-11-30,2024-09-25,600.0,Masculino,206,70
651,87345912817,JACKSON LISBOA FONSECA JESUS,1977-04-15,CLIENTE ATIVO,,33900210,SANTA FE (JUSTINOPOL,RIBEIRAO DAS NEVES,MG,3136715466,34744070,jackson_000651@sgasoft.com.br,1996-02-29,2024-11-25,600.0,Masculino,114,47
657,23317418400,FERNANDA SOUZA BRAGA DIAS,2041-09-15,CLIENTE ATIVO,OUTROS,34505340,CENTRO,SABARA,MG,3136712682,,fernanda_000657@sgasoft.com.br,1995-12-01,2024-06-27,300.0,Feminino,78,83
662,54343185443,VITOR MONTEIRO CALDAS SANTIAGO,2070-03-11,CLIENTE ATIVO,,33010120,MOREIRA,SANTA LUZIA,MG,2126747332,38997780758,vitor_000662@sgasoft.com.br,1995-11-30,2024-03-27,300.0,Masculino,102,54
663,60746817592,EDUARDO BORGES MOURA ANDRADE,1977-06-18,CLIENTE ATIVO,,34545280,SANTO ANTONIO (ROCA,SABARA,MG,,37993707390,eduardo_000663@sgasoft.com.br,1996-12-24,2024-09-25,600.0,Masculino,77,47
665,89790386745,EMANUEL COSTA MORAES FERNANDES,1980-04-23,CARTA SPC,OUTROS,00000000,PEDRA BRANCA,CAETE,MG,,33994097333,emanuel_000665@sgasoft.com.br,1997-02-07,2024-10-09,1200.0,Masculino,27,44
673,23617251501,ANA FERREIRA BARROS CORREIA,2059-10-26,CLIENTE ATIVO,OUTROS,34515165,SIDERURGICA,SABARA,MG,6166721166,,ana_000673@sgasoft.com.br,1995-12-02,2024-05-17,450.0,Feminino,133,65
676,46699450255,RAUL PINHEIRO CAMPOS SANTANA,2072-01-02,CLIENTE ATIVO,OUTROS,34505100,CENTRO,SABARA,MG,988998999,35954955974,raul_000676@sgasoft.com.br,2007-09-05,2024-11-16,900.0,Masculino,63,53
681,07055598907,BIANCA ALBUQUERQUE VIEIRA PIRES,2068-06-12,CLIENTE ATIVO,,34505010,MORADA DA SERRA,SABARA,MG,,994545550,bianca_000681@sgasoft.com.br,1995-09-19,2024-11-18,900.0,Feminino,42,56
689,42961463785,SAMUEL ELIAS NOGUEIRA PIRES,1981-03-10,CLIENTE ATIVO,,31130000,CONCORDIA,BELO HORIZONTE,MG,,37993075933,samuel_000689@sgasoft.com.br,1996-05-15,2024-11-14,0.0,Masculino,102,43
694,73907130707,FRANCISCO CALDAS MARQUES LEAL,2051-06-12,CLIENTE ATIVO,,34525390,FOGO APAGOU,SABARA,MG,8186711189,34993337703,francisco_000694@sgasoft.com.br,1995-12-04,2024-06-11,700.0,Masculino,103,73
696,92951699808,ANA CARVALHO OLIVEIRA COSTA,2072-06-25,CLIENTE ATIVO,,30670000,CASTANHEIRA II VALE,BELO HORIZONTE,MG,8186711162,39995055573,ana_000696@sgasoft.com.br,1995-12-02,2024-11-09,0.0,Feminino,119,52
701,52261206720,BRUNO BARROS SANTIAGO ANDRADE,2062-06-27,CLIENTE ATIVO,,34505010,PACIENCIA,SABARA,MG,6166766899,35995554595,bruno_000701@sgasoft.com.br,1995-11-29,2024-11-18,0.0,Masculino,77,62
707,98224703398,NICOLE SILVA FOGACA LIMA,2074-09-21,CLIENTE ATIVO,,00034500,CENTRO,SABARA,MG,8186722787,33993393349,nicole_000707@sgasoft.com.br,2007-09-08,2024-11-19,0.0,Feminino,83,50
708,92251442960,DIEGO MONTEIRO SILVEIRA FREITAS,1982-02-22,CLIENTE ATIVO,CASADO,34535100,PACIENCIA,SABARA,MG,6166716668,30990773943,diego_000708@sgasoft.com.br,1995-09-29,2024-10-26,500.0,Masculino,92,42
723,34597942912,JESSICA DUARTE SILVEIRA PEREIRA,2053-05-23,CLIENTE ATIVO,,34505010,MORADA DA SERRA,SABARA,MG,2126722292,37997075757,jessica_000723@sgasoft.com.br,1995-12-01,2024-10-15,0.0,Feminino,133,71
731,89403818743,VANESSA MARQUES RIBEIRO PINHEIRO,2052-09-26,CLIENTE SPC - ARQUIVO,,33010120,MOREIRA,SANTA LUZIA,MG,,30990494,vanessa_000731@sgasoft.com.br,1995-09-25,2024-07-03,1000.0,Feminino,153,72
732,83431557341,EMANUEL MOREIRA SILVA CAMPOS,2056-09-18,CLIENTE ATIVO,,34505010,CAMPO STO ANT.,SABARA,MG,7176711917,35979573797,emanuel_000732@sgasoft.com.br,1996-05-15,2024-06-24,0.0,Masculino,87,68
744,65456450488,FELIPE DUARTE ABREU FERNANDES,1979-01-13,CLIENTE ATIVO,,30110000,CENTRO,BELO HORIZONTE,MG,96787727,39997745777,felipe_000744@sgasoft.com.br,1996-03-20,2024-11-18,600.0,Masculino,174,46
749,96391127476,MATHEUS GONCALVES CAVALCANTI LOPES,2062-06-28,CLIENTE ATIVO,,34505010,BANDEIRANTES,SABARA,MG,6166726962,,matheus_000749@sgasoft.com.br,1995-12-05,2024-03-26,600.0,Masculino,88,62
755,88637491243,RAFAEL DINIZ CASTRO SOUZA,2070-03-10,CLIENTE ATIVO,,34590090,NACOES UNIDAS,SABARA,MG,,35993555549,rafael_000755@sgasoft.com.br,1995-12-01,2024-09-20,0.0,Masculino,157,54
773,96525700957,MARIANA LOPES CAVALCANTI BONFIM,1981-05-10,CLIENTE SPC - ARQUIVO,,31620000,EUROPA,BELO HORIZONTE,MG,,34955799077,mariana_000773@sgasoft.com.br,1996-07-11,2024-08-02,800.0,Feminino,91,43
774,00552530590,THEO FRANCO COSTA RODRIGUES,1990-09-08,CLIENTE ATIVO,,34525425,ADELMOLANDIA,SABARA,MG,,993343474,theo_000774@sgasoft.com.br,2007-09-11,2024-08-31,600.0,Masculino,6,34
783,23833571381,PEDRO PEREIRA SOUSA SA,2063-02-05,CLIENTE ATIVO,CASADO,32110000,PARQUE RECREIO,CONTAGEM,MG,9196716699,39995955353,pedro_000783@sgasoft.com.br,1995-09-23,2024-09-23,0.0,Masculino,86,62
788,55869248388,MATHEUS CORREIA JESUS SARAIVA,2053-03-07,CLIENTE ATIVO,,34515390,ESPLANADA,SABARA,MG,9196672919,,matheus_000788@sgasoft.com.br,1995-12-07,2024-07-15,300.0,Masculino,112,71
797,04813843751,DANIEL RIBEIRO PEIXOTO RODRIGUES,2061-02-15,CLIENTE ATIVO,,34535100,PACIENCIA,SABARA,MG,986988712,33939333903,daniel_000797@sgasoft.com.br,1995-12-05,2024-06-08,0.0,Masculino,155,63
805,41021624101,DOUGLAS ALMEIDA QUEIROZ DIAS,2054-01-03,CLIENTE ATIVO,,34505010,CENTRO,SABARA,MG,8186726226,36999546360,douglas_000805@sgasoft.com.br,1995-11-25,2024-11-05,900.0,Masculino,91,71
810,73056391172,ELISA BORGES SA SANTIAGO,2041-10-11,CLIENTE ATIVO,,34800000,PEDRA BRANCA,CAETE,MG,8186818288,,elisa_000810@sgasoft.com.br,2007-09-13,2024-04-24,565.0,Feminino,26,83
813,86038599819,GUILHERME SIQUEIRA COSTA ALMEIDA,2048-10-01,CLIENTE ATIVO,,31620000,EUROPA,BELO HORIZONTE,MG,9199999282,,guilherme_000813@sgasoft.com.br,1997-11-28,2024-11-19,0.0,Masculino,55,76
817,13046426232,CAIO MIRANDA FRANCO SANTANA,1981-10-21,CLIENTE ATIVO,OUTROS,34800000,JOSE BRANDAO,CAETE,MG,4146812786,39997745444,caio_000817@sgasoft.com.br,2007-09-13,2024-03-21,1200.0,Masculino,33,43
818,17073256850,THEO NASCIMENTO DANTAS CARVALHO,2052-08-12,CLIENTE ATIVO,,34800000,BONSUCESSO,CAETE,MG,2126313882,,theo_000818@sgasoft.com.br,1996-01-17,2024-11-06,420.0,Masculino,102,72
822,45972193230,VALENTINA COSTA PIRES SARAIVA,2059-06-13,CLIENTE ATIVO,,34505010,CENTRO,SABARA,MG,9196726991,993353370,valentina_000822@sgasoft.com.br,1995-11-21,2024-11-25,0.0,Feminino,189,65
823,49909923858,BRUNA MOREIRA RODRIGUES MARQUES,2062-12-12,CLIENTE ATIVO,,03450000,FOGO APAGOU,SABARA,MG,6166719162,35999559005,bruna_000823@sgasoft.com.br,1995-12-07,2024-10-16,300.0,Feminino,126,62
834,08243371230,HELENA. JESUS CUNHA COSTA,2067-03-27,CLIENTE ATIVO,,34525410,ADELMOLANDIA,SABARA,MG,6166711683,34993445004,helena._000834@sgasoft.com.br,1995-12-09,2024-11-27,1200.0,Feminino,140,57
835,12270000811,ELOA LIMA SANTIAGO BONFIM,1976-03-07,CLIENTE ATIVO,,34505010,CENTRO,SABARA,MG,,34997945740,eloa_000835@sgasoft.com.br,1995-12-09,2024-02-29,300.0,Feminino,59,48
839,30288038282,PATRICIA FONSECA SIQUEIRA PEIXOTO,2067-03-27,CLIENTE ATIVO,,34525000,PRAIA DOS BANDEIRANT,SABARA,MG,67982966,38993977787,patricia_000839@sgasoft.com.br,1995-12-09,2024-04-06,600.0,Feminino,125,57
841,58232506490,ISABELA LISBOA PEIXOTO PINHEIRO,2051-01-31,CLIENTE ATIVO,,34505120,CENTRO,SABARA,MG,6166711611,,isabela_000841@sgasoft.com.br,1995-12-09,2024-09-16,0.0,Feminino,265,74
850,07186101720,BRUNO RIBEIRO ELIAS SARAIVA,1975-05-15,CLIENTE ATIVO,,34536070,VILA REAL,SABARA,MG,98812187,35993944597,bruno_000850@sgasoft.com.br,2007-09-14,2024-05-11,500.0,Masculino,34,49
851,11103940392,LARISSA CASTRO PIRES FREITAS,2045-01-11,CLIENTE ATIVO,,34505010,CAMPO SANTO A.,SABARA,MG,19111161,,larissa_000851@sgasoft.com.br,1995-12-04,2024-06-15,600.0,Feminino,119,80
855,39112878790,OTAVIO PEIXOTO CALDAS QUEIROZ,2068-06-25,CLIENTE ATIVO,OUTROS,00034500,SIDERURGICA,SABARA,MG,6166711666,,otavio_000855@sgasoft.com.br,1995-12-12,2024-07-16,300.0,Masculino,46,56
857,47166347953,ALINE MONTEIRO ANDRADE COELHO,2060-05-22,CLIENTE ATIVO,,34515260,NOSSA SENHORA DO E,SABARA,MG,6166726963,30933000344,aline_000857@sgasoft.com.br,1995-12-12,2024-10-15,0.0,Feminino,126,64
859,66420659132,DIEGO MIRANDA CALDAS FOGACA,1975-01-18,CLIENTE ATIVO,,34515000,SIDERURGICA,SABARA,MG,,997979379,diego_000859@sgasoft.com.br,1995-12-12,2024-11-28,0.0,Masculino,415,50
862,08656169149,ANA ALMEIDA TEIXEIRA DUARTE,2056-04-13,CLIENTE ATIVO,,34515410,C SANTO ANTONIO,SABARA,MG,1116767111,,ana_000862@sgasoft.com.br,1995-12-13,2024-11-25,600.0,Feminino,99,68
870,52672024952,MARCELO TEIXEIRA FERNANDES SANTIAGO,2058-07-28,CLIENTE ATIVO,,34505010,CENTRO,SABARA,MG,1116726101,,marcelo_000870@sgasoft.com.br,1995-11-23,2024-11-25,600.0,Masculino,315,66
875,11916472346,MARIANA SANTIAGO PEIXOTO MORAES,,CLIENTE ATIVO,,34505010,CENTRO,SABARA,MG,1116719217,37994470495,mariana_000875@sgasoft.com.br,1996-12-05,2024-07-31,0.0,Feminino,672,0
876,16843101992,ELOA SANTOS CAVALCANTI HORTA,2048-10-14,CLIENTE ATIVO,,34505010,NACOES UNIDAS,SABARA,MG,1116471427,37957495377,eloa_000876@sgasoft.com.br,1996-12-05,2024-09-03,450.0,Feminino,175,76
886,79814545813,ISABELA MORAES ALMEIDA GOMES,2048-03-20,CLIENTE ATIVO,,34515570,PADRE CHIQUINHO,SABARA,MG,8188689188,39750997,isabela_000886@sgasoft.com.br,1996-12-07,2024-04-15,300.0,Feminino,58,76
891,01850202834,BERNARDO SANTOS FRANCO DANTAS,2062-04-10,CLIENTE ATIVO,,34515720,CONJUNTO MORADA DA S,SABARA,MG,7176781761,34993053550,bernardo_000891@sgasoft.com.br,1995-12-19,2024-07-27,900.0,Masculino,112,62
892,51039281087,LUCCA DINIZ OLIVEIRA DIAS,2069-08-12,CLIENTE ATIVO,,34505770,NOSSA SENHORA DA CON,SABARA,MG,7176726617,31997474343,lucca_000892@sgasoft.com.br,1995-12-07,2024-08-01,0.0,Masculino,135,55
895,74021489800,TATIANA BARBOSA BONFIM CARDOSO,,CLIENTE ATIVO,,34505010,VILA ESPERANCA,SABARA,MG,667122976,,tatiana_000895@sgasoft.com.br,1995-11-16,2024-06-24,0.0,Feminino,336,0
903,29038355513,LETICIA COELHO SANTOS ABREU,2055-02-26,CLIENTE ATIVO,,30850000,DOM BOSCO,BELO HORIZONTE,MG,6121127778,37955477597,leticia_000903@sgasoft.com.br,1995-12-09,2024-10-07,600.0,Feminino,147,69
906,42019553384,NATALIA MENEZES SILVA VARGAS,2057-05-16,CLIENTE ATIVO,,34505010,PADRE CHIQUINHO,SABARA,MG,6166712176,,natalia_000906@sgasoft.com.br,1995-12-11,2024-09-05,300.0,Feminino,99,67
908,50973022574,ANA SARAIVA MORAES ALVES,2070-02-24,CLIENTE ATIVO,,34505010,ROCA GRANDE,SABARA,MG,6166711629,34999443943,ana_000908@sgasoft.com.br,1995-12-14,2024-05-31,300.0,Feminino,149,54
911,73954220318,LEANDRO BORGES MORAES LIMA,2054-07-24,CLIENTE ATIVO,,34505020,CENTRO,SABARA,MG,2126712222,34994493950,leandro_000911@sgasoft.com.br,1995-12-13,2024-12-04,600.0,Masculino,203,70
915,90963258770,EDUARDO FONSECA SANTANA HORTA,,CLIENTE ATIVO,,34505010,CENTRO,SABARA,MG,1116718187,,eduardo_000915@sgasoft.com.br,1995-12-13,2024-07-01,300.0,Masculino,48,0
917,09917726950,VITOR COSTA SANTOS MOREIRA,2066-07-26,CLIENTE ATIVO,,34505010,CENTRO,SABARA,MG,2126712279,,vitor_000917@sgasoft.com.br,1995-12-13,2024-05-04,500.0,Masculino,96,58
926,13178039066,EDUARDO ROCHA NASCIMENTO SIQUEIRA,2063-02-06,CLIENTE ATIVO,,34525402,ADELMOLANDIA,SABARA,MG,1116872811,,eduardo_000926@sgasoft.com.br,1995-12-16,2024-08-17,0.0,Masculino,228,62
928,21122508255,CARLOS FRANCO BARBOSA SANTIAGO,2072-04-18,CLIENTE ATIVO,CASADO,34505010,M SAO FRANCISCO,SABARA,MG,1116777111,,carlos_000928@sgasoft.com.br,1995-12-20,2024-11-01,0.0,Masculino,235,52
931,44103706007,PAULO GONCALVES RAMOS CARVALHO,2065-07-09,CLIENTE SPC - ARQUIVO,,41120000,PERNAMBUES,SALVADOR,BA,1116726121,35997590330,paulo_000931@sgasoft.com.br,1995-12-26,2024-08-19,300.0,Masculino,105,59
934,67184905806,OTAVIO HORTA MOREIRA NASCIMENTO,2063-09-17,CLIENTE ATIVO,,34515170,SIDERURGICA,SABARA,MG,,35999033935,otavio_000934@sgasoft.com.br,1995-12-20,2024-10-19,0.0,Masculino,159,61
943,16038609164,JESSICA SAMPAIO CORREIA ELIAS,2045-03-05,CLIENTE ATIVO,,34525020,C SANTO ANTONIO,SABARA,MG,6166711792,,jessica_000943@sgasoft.com.br,1995-12-19,2024-09-20,300.0,Feminino,78,79
944,20055349781,GABRIELA DIAS PINTO FONSECA,2054-11-12,CLIENTE ATIVO,,34535100,PACIENCIA,SABARA,MG,3136713875,,gabriela_000944@sgasoft.com.br,1995-12-19,2024-06-20,0.0,Feminino,161,70
949,15262283780,BENJAMIN MORAES XAVIER FONSECA,2055-03-07,CLIENTE ATIVO,,34505160,MORRO SAO FRANCISCO,SABARA,MG,,35907930090,benjamin_000949@sgasoft.com.br,1995-12-15,2024-11-25,1000.0,Masculino,191,69
954,47297950750,BERNARDO SANTIAGO COELHO OLIVEIRA,1975-07-08,CLIENTE ATIVO,,34505010,ESPLANADA,SABARA,MG,2126712662,37999597359,bernardo_000954@sgasoft.com.br,1995-12-16,2024-10-11,300.0,Masculino,52,49
959,79233627691,ALEXANDRE MORAES ALVES GONCALVES,2055-07-11,CLIENTE ATIVO,OUTROS,34525390,FOGO APAGOU,SABARA,MG,29983161,39937949333,alexandre_000959@sgasoft.com.br,1995-12-15,2024-11-11,300.0,Masculino,111,69
962,92114825426,LAURA LEAL CALDAS PINHEIRO,2069-08-05,CLIENTE ATIVO,OUTROS,34525250,CORREGO DA ILHA,SABARA,MG,,37933404359,laura_000962@sgasoft.com.br,2007-09-20,2024-09-17,600.0,Feminino,26,55
973,41337635138,JACKSON MENEZES FRANCO SIQUEIRA,1994-04-28,CLIENTE ATIVO,,34525140,ALTO FIDALGO,SABARA,MG,8186767778,35995603654,jackson_000973@sgasoft.com.br,1995-12-20,2024-09-25,450.0,Masculino,116,30
980,81327770342,CLARA VIEIRA MARQUES SARAIVA,2064-04-16,CLIENTE ATIVO,,34525000,PRAIA DOS BANDEIRANT,SABARA,MG,,39975775497,clara_000980@sgasoft.com.br,1996-02-02,2024-09-03,590.0,Feminino,76,60
981,86354500940,BEATRIZ LEAL BONFIM VIEIRA,2062-07-15,CLIENTE ATIVO,,32010010,CINCO,CONTAGEM,MG,7176718989,39999504403,beatriz_000981@sgasoft.com.br,1995-12-21,2024-11-30,0.0,Feminino,210,62
986,17280277993,LEONARDO BEZERRA XAVIER JESUS,2070-09-08,CLIENTE ATIVO,,32113030,SAO JOAQUIM,CONTAGEM,MG,7176711791,32907942497,leonardo_000986@sgasoft.com.br,1995-12-22,2024-07-27,0.0,Masculino,287,54
989,30261475673,LUCAS SILVA ALVES MONTEIRO,2053-08-30,CLIENTE ATIVO,,34505010,CENTRO,SABARA,MG,7176711297,,lucas_000989@sgasoft.com.br,1995-12-09,2024-09-14,300.0,Masculino,26,71
991,49225944853,SOPHIA ABREU MENEZES BONFIM,2061-02-16,CLIENTE ATIVO,,34515310,ESPLANADA,SABARA,MG,7176872189,,sophia_000991@sgasoft.com.br,1995-12-20,2024-05-04,400.0,Feminino,78,63
994,62206142678,LETICIA SAMPAIO ANDRADE LEAL,2068-11-19,CLIENTE ATIVO,,34525080,VILA FRANCISCO DE MO,SABARA,MG,,32997204349,leticia_000994@sgasoft.com.br,1995-12-23,2024-09-13,0.0,Feminino,139,56
1007,39438889752,RICARDO LISBOA LEAL JESUS,2070-07-14,CLIENTE ATIVO,,34505360,CENTRO,SABARA,MG,2126718888,35937503433,ricardo_001007@sgasoft.com.br,1998-03-10,2024-10-29,0.0,Masculino,431,54
1009,47382358933,LARA ARAUJO ELIAS CORREIA,2057-09-24,CLIENTE ATIVO,,40720000,PERIPERI,SALVADOR,BA,2126712686,,lara_001009@sgasoft.com.br,1995-12-23,2024-09-14,900.0,Feminino,141,67
1014,79318025947,ARTHUR LOPES VIEIRA RIBEIRO,2048-09-13,CLIENTE ATIVO,,30550000,SALGADO FILHO,BELO HORIZONTE,MG,,35977507945,arthur_001014@sgasoft.com.br,1996-01-24,2024-11-26,350.0,Masculino,114,76
1018,06326953316,THEO ALMEIDA FRANCO MARQUES,2056-02-27,CLIENTE ATIVO,,34535110,AGUA FERREA,SABARA,MG,988812876,35757470,theo_001018@sgasoft.com.br,1996-01-02,2024-11-08,0.0,Masculino,118,68
1026,41243928000,OLIVIA FONSECA MIRANDA PEREIRA,2063-12-22,CLIENTE S/C,,34505010,CAMPO STO ANTON,SABARA,MG,7176797676,,olivia_001026@sgasoft.com.br,1996-02-07,2024-06-19,300.0,Feminino,50,61
1034,94493477350,DAVI RODRIGUES DINIZ MORAES,2052-09-19,CLIENTE ATIVO,,34505010,ADELMOLANDIA,SABARA,MG,76763112,39930957503,davi_001034@sgasoft.com.br,1995-12-28,2024-11-27,300.0,Masculino,156,72
1043,53437071734,OTAVIO RODRIGUES BARROS ELIAS,2060-03-09,CLIENTE ATIVO,,32010010,CINCO,CONTAGEM,MG,,34945479330,otavio_001043@sgasoft.com.br,1995-12-19,2024-10-08,700.0,Masculino,126,64
1067,15465820705,FERNANDA MORAES NASCIMENTO SOUSA,2038-02-06,CLIENTE ATIVO,,34505010,SIDERURGICA,SABARA,MG,1116711766,32993050200,fernanda_001067@sgasoft.com.br,1996-01-02,2024-11-22,0.0,Feminino,171,0
1070,28447128512,VANESSA SAMPAIO SOUZA ALMEIDA,2059-09-07,CLIENTE ATIVO,,31620000,EUROPA,BELO HORIZONTE,MG,1116744128,,vanessa_001070@sgasoft.com.br,1996-01-02,2024-07-23,300.0,Feminino,121,65
1075,50482895527,VINICIUS SOUZA SIQUEIRA BARROS,2066-06-07,FALECIDO,CASADO,34505271,CENTRO,SABARA,MG,,34997447730,vinicius_001075@sgasoft.com.br,1995-12-22,2024-07-10,1200.0,Masculino,142,58
1083,31531271235,BRUNO SA MONTEIRO RAMOS,2062-06-24,CLIENTE ATIVO,,30550000,SALGADO FILHO,BELO HORIZONTE,MG,,34997547544,bruno_001083@sgasoft.com.br,1995-12-23,2024-07-22,900.0,Masculino,118,62
1085,49595740462,JULIA RODRIGUES PINHEIRO BEZERRA,1983-09-09,CLIENTE ATIVO,OUTROS,34515010,MANGUEIRAS,SABARA,MG,92222227,30955535755,julia_001085@sgasoft.com.br,2007-09-26,2024-08-30,450.0,Feminino,39,41
